256,175,179,300,263,70.07421875,69.57142857,70.08379888,43.10666667,60.09505703
220,179,184,272,242,73.09090909,70.5698324,70.5326087,55.68382353,65.19008264
243,201,198,304,238,69.79835391,69.91044776,66.84848485,44.34210526,64.42436975
260,205,191,268,239,68.08846154,70.66829268,69.7591623,53.38059701,65.59832636
244,180,188,310,273,72.93852459,73.77777778,72.63297872,45.24516129,63.47252747
288,217,201,292,259,68.70486111,67.22119816,66.08457711,50.5,60.09266409
218,180,194,306,253,72.25688073,70.36111111,70.98969072,48.36601307,63.96442688
259,203,202,316,254,71.25096525,71.35960591,70.42079208,57.52531646,66.46850394
224,182,176,286,240,72.36607143,72.00549451,74.30113636,48.75524476,65.9625
251,193,188,298,263,69.4063745,70.74611399,72.90957447,48.59060403,63.65019011
243,200,208,320,267,68.65432099,68.88,69.00961538,43.9375,63.44569288
264,221,229,350,270,66.81439394,67.0361991,66.99126638,37.25714286,60.68148148
298,223,212,332,302,66.40939597,68.68609865,64.50471698,38.06024096,57.56622517
255,211,212,318,287,69.30196078,71.66350711,65.5754717,35.43396226,60.00696864
271,212,208,330,285,69.33210332,69.35849057,57.07211538,33.0969697,54.88070175
237,189,192,320,265,69.50632911,70.14285714,45.81770833,34.80625,60.44150943
272,199,211,312,271,69.51470588,68.68844221,66.04265403,34.44230769,59.6900369
291,240,223,320,270,61.37457045,63.58333333,46.632287,33.7625,56
254,192,205,332,274,69.26377953,71.07291667,34.62439024,34.03614458,56.98905109
301,239,210,306,287,65.22259136,65.58995816,25.67619048,33.90196078,57.96864111
310,215,211,332,284,63.50322581,31.7627907,17.93364929,34.3313253,57.96126761
283,211,206,326,281,66.03180212,17.73933649,15.55339806,34.32515337,57.6405694
268,226,225,320,298,63.67537313,23.9159292,17.72444444,34.54375,55.07718121
285,209,205,328,264,66.3122807,18.98086124,15.2097561,33.73780488,59.12121212
271,210,210,314,283,63.6199262,18.3952381,17.53333333,34.05732484,57.24381625
299,206,210,338,285,59.57859532,16.02427184,16.63333333,32.63313609,57.64210526
299,218,211,320,294,38.54849498,16.3853211,17.72037915,35.2,55.64285714
258,211,200,318,278,41.2751938,15.8056872,16.185,35.1509434,62.27697842
257,195,211,324,279,54.21400778,19.46153846,18.18483412,33.19753086,58.63082437
260,226,209,338,287,65.1,21.67256637,17.77990431,33.74556213,55.1184669
267,192,207,328,280,61.89138577,16.02604167,15.60386473,34.09146341,59.09642857
293,200,204,322,272,62.44027304,15.635,16.41666667,34.45962733,58.72794118
283,206,201,332,284,56.42756184,18.43203883,16.04477612,33.85542169,57.53169014
274,214,214,328,296,38.69708029,17.18224299,16.74299065,35.13414634,59.41891892
299,225,221,328,293,51.78929766,16.06666667,18.14479638,34.93292683,57.51535836
289,208,210,342,283,55.24913495,17.3125,16.02380952,33.78362573,59.98939929
251,219,228,324,293,51.39840637,18.89041096,19.31140351,33.17901235,60
284,208,206,310,281,61.41901408,19.04326923,16.08737864,33.63870968,57.89323843
252,204,203,314,266,66.4047619,18.10294118,15.75862069,34.54140127,58.37218045
252,199,202,310,272,68.13888889,17.45728643,15.72277228,32.69677419,60.28676471
280,207,206,328,269,60.84642857,16.47342995,16.24757282,36.33536585,59.26022305
258,202,206,324,291,67.20930233,16.47029703,14.47572816,33.89506173,55.63573883
266,202,204,322,280,66.90601504,17.45049505,19.7254902,34.8757764,56.13928571
272,199,208,334,289,64.45220588,21.25125628,19.41826923,35.16167665,58.1384083
265,232,225,344,290,67.89433962,25.90517241,19.07555556,34.77325581,58.47931034
277,213,225,334,282,67.44043321,33.96244131,20.96444444,35.25149701,60.06382979
273,217,207,322,274,63.2967033,38.06912442,16.60869565,35.32298137,58.7189781
278,213,225,318,263,69.20863309,56.97183099,16.68,35.96855346,60.75665399
246,192,215,336,286,70.59349593,57.28645833,17.15348837,36.19047619,60.1958042
268,209,212,330,296,69.16791045,71.37320574,17.27830189,36.07272727,58.46621622
258,216,211,324,281,66.81395349,67.34259259,20.92417062,36.00617284,57.51245552
257,209,216,328,264,66.96498054,64.57416268,21.35185185,36.04878049,61.53787879
277,202,216,334,279,68.20216606,69.68811881,24.37962963,35.15568862,60.76702509
287,231,223,334,276,69.35888502,70.61904762,27.46636771,37.67065868,60.09782609
272.5,218,225,342,299,69.87431193,70.4266055,52.32,36.97076023,60.59866221
307,233,231,314,287,66.99674267,68.40772532,60.79220779,35.98089172,57.07317073
297,218,200,308,256,62.7979798,64.08256881,25.895,34.27272727,58.76171875
266,211,213,322,284,64.90225564,57.55924171,19.38497653,35.39751553,62.51760563
266,190,215,322,258,69.55639098,70.24210526,18.46046512,34.00621118,60.17829457
263,203,209,302,256,65.31178707,66.21674877,26.32535885,32.80794702,56.8984375
227,196,200,306,264,63.9339207,63.17346939,25.65,33.90196078,56.39772727
238,190,191,314,259,67.6302521,66.96842105,57.56020942,34.27388535,57.11583012
269,203,201,320,270,63,63.81280788,57.4079602,32.725,58.58148148
243,195,193,322,267,64.55555556,64.14358974,59.00518135,32.44720497,57.53558052
