248,186,186,312,266,64.23387097,64.47311828,59.41935484,32.91666667,55.61278195
277,214,211,306,277,62.84837545,65.85046729,59.58767773,35.11764706,59.75812274
282,222,221,294,258,59.9751773,60.02702703,50.36199095,35.91836735,58.51162791
263,215,215,330,265,63.62357414,60.64651163,58.11162791,35.33939394,58.36981132
275,210,209,308,259,61.07636364,61.68571429,57.55980861,37.1038961,58.37451737
279,210,203,326,268,58.56989247,63.13333333,54.72906404,32.6809816,57.35074627
266,198,194,316,259,60.9962406,63.08080808,56.59793814,31.26582278,53.11969112
269,229,228,306,278,61.51301115,62.24454148,46.22807018,35.56862745,54.07913669
276,202,208,314,267,60.94202899,63.86633663,46.71634615,32.72611465,57.38202247
293,221,214,304,259,58.65870307,63.239819,29.71962617,33.28289474,56.38223938
273,218,214,304,260,59.00732601,60.4587156,30.14485981,31.80263158,54.83846154
282,228,186,258,220,65.03900709,58.72807018,18.02688172,31.4496124,56.95454545
282,201,206,302,246,59.9787234,20.82089552,16.15533981,29.8807947,56.3699187
281,194,196,304,239,60.91103203,16.54123711,13.44897959,30.34210526,57.32217573
268,216,208,304,259,60,17.25462963,17.625,32.15789474,59.66023166
278,208,208,314,267,59.30935252,15.28846154,14.54807692,31.17197452,55.84644195
295,201,200,314,270,50.87457627,14.26368159,14.805,31.42038217,57.74444444
275,203,196,300,260,49.61090909,14.81280788,13.07142857,30.86666667,56.05384615
269,211,211,302,251,47.65427509,18.77251185,15.17061611,30.56291391,58.32270916
272,203,210,298,247,52.45220588,15.16748768,16.22857143,31.02013423,56.24291498
296,217,209,300,255,42.76689189,16.46082949,15.9569378,30.9,54.11372549
285,208,206,296,259,46.63157895,16.61057692,15.08737864,30.33783784,58.27799228
281,208,204,282,232,55.41992883,14.95673077,14.59803922,27.85815603,55.17672414
288,199,212,306,269,41.08506944,15.69346734,15.80188679,31.29411765,56.60223048
296,226,177,148,179,19.25337838,18.82743363,16.20903955,27.28378378,59
173.5,116,157,266,217,13.73631124,12.5862069,12.85987261,29.39097744,58.67281106
310,220,213,314,278,18.39677419,16.83181818,15.85446009,31.02547771,55.43165468
283,204,205,304,258,15.78268551,14.37745098,14.32682927,29.80921053,57.1124031
263,203,202,294,254,16.25095057,14.5270936,13.56930693,28.89795918,55.87795276
240,208,215,314,258,30.9,15.15865385,16.43255814,30.2611465,56.25968992
238,222,219,324,253,57.83193277,18.16216216,19.35616438,29.32098765,57.09090909
245,190,223,298,238,64.55510204,30.78947368,19.13452915,31.19463087,54.19747899
230,179,205,310,240,67.40434783,66.75418994,34.78536585,29.47096774,55.375
264,207,196,304,246,64.35227273,63.0531401,62.72959184,36.15789474,58.43089431
243,196,196,284,240,66.6872428,65.3877551,67.21428571,44.26056338,61.6
261,202,202,296,227,64.60536398,64.93069307,65.71782178,44.0472973,63.88105727
214,166,172,252,216,64.48130841,68.07228916,69.19767442,46.71428571,62.10185185
215,174,170,224,194,63.6372093,64.17816092,67.27647059,50.66071429,65.16494845
245,162,150,234,186,60.80816327,65.86419753,69.36666667,54.87179487,66.94623656
235,189,191,268,201,63.87234043,63.55026455,64.91623037,45.98507463,63.86567164
218,154,160,272,233,65.79357798,69.66233766,70.56875,49.02205882,62.24034335
232,176,181,230,182,65.81034483,67.22727273,66.95027624,51.85217391,65.45604396
223,181,177,288,217,64.61883408,65.08839779,68.65536723,50.43055556,64.85253456
209,160,173,272,235,67.83253589,66.3,67.34104046,47.77205882,60.22978723
203,156,153,252,186,66.95073892,68.29487179,70.60130719,48.9047619,65.59677419
241,164,159,234,182,64.02074689,66.27439024,68.30188679,48.81196581,64.74725275
264,196,205,286,216,66.08712121,68.35204082,71.13170732,52.16083916,66.73148148
216,177,173,272,213,66.47685185,67.75141243,71.38150289,51.55882353,66.24882629
233,187,183,258,230,64.36480687,67.0855615,71.15300546,44.59689922,63.04347826
210,151,152,210,202,66.56190476,70.23178808,71.41447368,48.17142857,62.93069307
234,175,172,282,193,61.87179487,65.82285714,68.9244186,44.15602837,66.20207254
235,168,172,266,207,68,66.69642857,71.66860465,50.12781955,64.38647343
205,159,164,240,203,68.28780488,71.44654088,74.34146341,48.74166667,42.38423645
189,146,148,230,164,67.29100529,66.55479452,70.80405405,59.6173913,69.82317073
218.5,147,141,210,168,67.15102975,70.36734694,73.9787234,55.19047619,68.7797619
171,125,125,226,173,69.53216374,70.672,75.072,53.92920354,66.3699422
213,178,179,246,198,66.01408451,68.03370787,70.91620112,53.41463415,67.13131313
194,134,134,196,161,67.90206186,71.58955224,74.86567164,57.39795918,67.72670807
188,165,170,244,200,69.5106383,69.46666667,71.91764706,45.71311475,67.555
190,147,136,198,154,68.83157895,72.20408163,77.47058824,58.67676768,70.30519481
208,151,150,234,178,66.20673077,68.8013245,72.9,54.68376068,66.54494382
170,140,143,202,176,71.48235294,72.54285714,71.90909091,53.65346535,65.46022727
174,133,129,224,157,68.87931034,70.88721805,74.17054264,55.15178571,70.05095541
166,138,133,194,158,72.54216867,72.76811594,77.18796992,56.1443299,69.48101266
190,136,143,210,171,70.41052632,71.16176471,75.8951049,58.31428571,67.25730994
192,140,140,204,147,70.09895833,71.20714286,73.81428571,60.7745098,74.16326531
135,115,118,194,138,71.2,72.1826087,73.83050847,60.03092784,70.15217391
149.5,103,106,160,142,73.87458194,75.39805825,79.16037736,62.625,70.18309859
122,98,100,161,127,73.8442623,74.7755102,75.91,60.33540373,71.62992126
129,98,103,146,116,70.17054264,74.17346939,75.13592233,66.75342466,72.60344828
108,88,85,164,116,74.59259259,76.68181818,78.48235294,63.08536585,72.68103448
145,110,109,180,130,73,73.44545455,76.77981651,59.83333333,69.93076923
120.5,81,87,164,109,75.93153527,78.7654321,83.42528736,66.93902439,74.5412844
121,89,83,142,103,73.9338843,73.8988764,78.46987952,62.01408451,73.61165049
115,82,87,162,98,71,72.73170732,77.52873563,61.25925926,71.41836735
107,72,73,134,114,73.19626168,73.31944444,77.09589041,59.6119403,69.71929825
116,84,76,102,89,75.68103448,79.38095238,82.40789474,57.45098039,72.64044944
113,93,98,138,124,74.72566372,76.03225806,80.46938776,66.84057971,71.32258065
91,74,79,126,98,75.94505495,76.36486486,80.64556962,63.53968254,72.56122449
93.5,70,70,132,108,75.96791444,76.64285714,81.62857143,65.83333333,72.12037037
,,,,266,,,,,58.37218045
,,,,272,,,,,60.28676471
,,,,269,,,,,59.26022305
,,,,291,,,,,55.63573883
,,,,280,,,,,56.13928571
,,,,289,,,,,58.1384083
,,,,290,,,,,58.47931034
,,,,282,,,,,60.06382979
,,,,274,,,,,58.7189781
,,,,263,,,,,60.75665399
,,,,286,,,,,60.1958042
,,,,296,,,,,58.46621622
,,,,281,,,,,57.51245552
,,,,264,,,,,61.53787879
,,,,279,,,,,60.76702509
,,,,276,,,,,60.09782609
,,,,299,,,,,60.59866221
,,,,287,,,,,57.07317073
,,,,256,,,,,58.76171875
,,,,284,,,,,62.51760563
,,,,258,,,,,60.17829457
,,,,256,,,,,56.8984375
,,,,264,,,,,56.39772727
,,,,259,,,,,57.11583012
,,,,270,,,,,58.58148148
,,,,267,,,,,57.53558052
,,,,266,,,,,55.61278195
,,,,277,,,,,59.75812274
,,,,258,,,,,58.51162791
,,,,265,,,,,58.36981132
,,,,259,,,,,58.37451737
,,,,268,,,,,57.35074627
,,,,259,,,,,53.11969112
,,,,278,,,,,54.07913669
,,,,267,,,,,57.38202247
,,,,259,,,,,56.38223938
,,,,260,,,,,54.83846154
,,,,220,,,,,56.95454545
,,,,246,,,,,56.3699187
,,,,239,,,,,57.32217573
,,,,259,,,,,59.66023166
,,,,267,,,,,55.84644195
,,,,270,,,,,57.74444444
,,,,260,,,,,56.05384615
,,,,251,,,,,58.32270916
,,,,247,,,,,56.24291498
,,,,255,,,,,54.11372549
,,,,259,,,,,58.27799228
,,,,232,,,,,55.17672414
,,,,269,,,,,56.60223048
,,,,179,,,,,59
,,,,217,,,,,58.67281106
,,,,278,,,,,55.43165468
,,,,258,,,,,57.1124031
,,,,254,,,,,55.87795276
,,,,258,,,,,56.25968992
,,,,253,,,,,57.09090909
,,,,238,,,,,54.19747899
,,,,240,,,,,55.375
,,,,246,,,,,58.43089431
,,,,240,,,,,61.6
,,,,227,,,,,63.88105727
,,,,216,,,,,62.10185185
,,,,194,,,,,65.16494845
,,,,186,,,,,66.94623656
,,,,201,,,,,63.86567164
,,,,233,,,,,62.24034335
,,,,182,,,,,65.45604396
,,,,217,,,,,64.85253456
,,,,235,,,,,60.22978723
,,,,186,,,,,65.59677419
,,,,182,,,,,64.74725275
,,,,216,,,,,66.73148148
,,,,213,,,,,66.24882629
,,,,230,,,,,63.04347826
,,,,202,,,,,62.93069307
,,,,193,,,,,66.20207254
,,,,207,,,,,64.38647343
,,,,203,,,,,42.38423645
,,,,164,,,,,69.82317073
,,,,168,,,,,68.7797619
,,,,173,,,,,66.3699422
,,,,198,,,,,67.13131313
,,,,161,,,,,67.72670807
,,,,200,,,,,67.555
,,,,154,,,,,70.30519481
,,,,178,,,,,66.54494382
,,,,176,,,,,65.46022727
,,,,157,,,,,70.05095541
,,,,158,,,,,69.48101266
,,,,171,,,,,67.25730994
,,,,147,,,,,74.16326531
,,,,138,,,,,70.15217391
,,,,142,,,,,70.18309859
,,,,127,,,,,71.62992126
,,,,116,,,,,72.60344828
,,,,116,,,,,72.68103448
,,,,130,,,,,69.93076923
,,,,109,,,,,74.5412844
,,,,103,,,,,73.61165049
,,,,98,,,,,71.41836735
,,,,114,,,,,69.71929825
,,,,89,,,,,72.64044944
,,,,124,,,,,71.32258065
,,,,98,,,,,72.56122449
,,,,108,,,,,72.12037037
