统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,400001,44,38,小客车,4.73,54.60,41.14,0.14,34.70,3.04
1,400002,49,43,大客车,12.10,43.80,37.59,0.05,49.72,4.76
1,400004,41,30,小客车,4.37,47.30,47.30,0.00,997.82,3600.00
1,400006,53,40,小客车,4.46,49.10,40.38,0.02,39.01,3.48
1,400013,58,38,小客车,4.08,41.60,37.27,0.02,53.48,5.17
1,400017,61,34,小客车,4.98,59.60,36.67,0.00,24.12,2.37
1,400018,69,45,小客车,5.00,59.90,25.68,0.01,4.44,1.25
1,400021,66,34,小客车,4.28,45.50,30.77,0.00,73.67,8.62
