统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,65.5545,3.3287,37
2,301,600,66.5117,5.2413,60
3,601,900,64.4574,5.2855,59
4,901,1200,66.4502,4.1197,47
5,1201,1500,66.3480,3.7591,44
6,1501,1800,65.0011,5.2892,57
7,1801,2100,67.0803,4.1844,49
8,2101,2400,66.1877,5.2644,58
9,2401,2700,64.7431,5.2618,62
10,2701,3000,64.9126,5.6467,60
11,3001,3300,64.4515,1.7130,20
