统计时段,起始时间(s),结束时间(s),车辆ID,检测起始时间(s),检测结束时间(s),行程时间(s),行程距离(m),延误(s),期望速度(km/h)
1,1,600,200001,5.85,149.50,143.65,1809.17,38.43,61.90
1,1,600,200002,11.45,198.80,187.35,1808.70,59.17,50.80
1,1,600,200003,12.45,175.95,163.50,1808.21,44.93,54.90
1,1,600,200004,13.40,212.30,198.90,1808.70,95.38,62.90
1,1,600,200005,13.65,179.70,166.05,1808.21,68.89,67.00
1,1,600,200006,18.70,184.00,165.30,1808.31,73.48,70.90
1,1,600,200007,19.85,207.35,187.50,1808.31,88.86,66.00
1,1,600,200008,23.05,226.35,203.30,1808.70,106.12,67.00
1,1,600,200009,24.40,209.30,184.90,1808.51,96.44,73.60
1,1,600,200010,25.35,222.00,196.65,1808.31,92.66,62.60
1,1,600,200011,31.05,230.95,199.90,1808.70,105.94,69.30
1,1,600,200012,33.00,236.05,203.05,1808.51,101.80,64.30
1,1,600,200013,37.85,242.05,204.20,1808.70,100.85,63.00
1,1,600,200014,41.75,252.25,210.50,1808.51,104.46,61.40
1,1,600,200015,45.95,239.60,193.65,1809.15,109.39,77.30
1,1,600,200016,49.95,245.85,195.90,1808.70,102.88,70.00
1,1,600,200017,56.95,265.15,208.20,1808.51,124.52,77.80
1,1,600,200018,57.85,263.15,205.30,1808.71,100.95,62.40
1,1,600,200019,67.45,260.20,192.75,1808.70,108.52,77.30
1,1,600,200020,68.75,276.00,207.25,1808.51,114.11,69.90
1,1,600,200021,71.40,286.10,214.70,1808.51,121.02,69.50
1,1,600,200022,72.55,282.25,209.70,1808.70,112.95,67.30
1,1,600,200023,81.85,291.15,209.30,1808.51,114.25,68.50
1,1,600,200024,97.05,305.90,208.85,1808.70,114.62,69.10
1,1,600,200025,101.05,311.40,210.35,1808.70,110.79,65.40
1,1,600,200026,103.95,320.15,216.20,1808.70,128.92,74.60
1,1,600,200027,104.80,300.00,195.20,1808.51,112.89,79.10
1,1,600,200028,106.55,329.85,223.30,1808.70,139.61,77.80
1,1,600,200029,109.50,315.55,206.05,1808.51,111.56,68.90
1,1,600,200030,115.20,312.50,197.30,1808.31,97.76,65.40
1,1,600,200031,117.10,341.25,224.15,1808.70,135.80,73.70
1,1,600,200032,117.80,322.35,204.55,1808.51,106.20,66.20
1,1,600,200033,118.85,349.30,230.45,1808.70,147.08,78.10
1,1,600,200034,119.85,345.40,225.55,1808.51,130.37,68.40
1,1,600,200035,120.50,354.50,234.00,1808.70,147.76,75.50
1,1,600,200036,121.80,371.45,249.65,1808.70,148.54,64.40
1,1,600,200037,123.55,386.75,263.20,1808.31,124.25,46.85
1,1,600,200038,126.85,346.40,219.55,1809.15,130.70,73.30
1,1,600,200039,132.80,386.60,253.80,1808.95,166.27,74.40
1,1,600,200040,133.70,364.65,230.95,1809.47,149.22,79.70
1,1,600,200041,135.70,396.75,261.05,1808.70,170.24,71.70
1,1,600,200042,141.30,393.15,251.85,1808.95,146.13,61.60
1,1,600,200043,148.20,382.75,234.55,1809.21,132.46,63.80
1,1,600,200044,148.85,409.05,260.20,1809.29,167.28,70.10
1,1,600,200045,153.15,401.75,248.60,1809.46,155.68,70.10
1,1,600,200046,154.00,416.65,262.65,1808.64,170.56,70.70
1,1,600,200047,155.35,431.05,275.70,1809.34,171.98,62.80
1,1,600,200048,157.55,424.05,266.50,1808.95,184.07,79.00
1,1,600,200049,158.80,411.00,252.20,1809.15,167.94,77.30
1,1,600,200050,162.25,421.15,258.90,1809.43,173.30,76.10
1,1,600,200051,166.05,437.35,271.30,1808.51,165.61,61.60
1,1,600,200052,168.85,449.85,281.00,1809.17,192.75,73.80
1,1,600,200053,174.95,441.95,267.00,1808.51,163.00,62.60
1,1,600,200054,185.15,464.05,278.90,1808.70,194.34,77.00
1,1,600,200055,185.85,439.60,253.75,1808.51,171.86,79.50
1,1,600,200056,186.80,478.95,292.15,1808.70,210.35,79.60
1,1,600,200057,189.10,459.45,270.35,1808.94,184.21,75.60
1,1,600,200058,191.80,475.50,283.70,1808.51,183.38,64.90
1,1,600,200059,193.80,483.75,289.95,1808.70,207.32,78.80
1,1,600,200060,194.80,499.40,304.60,1809.10,215.38,73.00
1,1,600,200061,195.80,460.10,264.30,1809.95,172.91,71.30
1,1,600,200062,198.40,490.30,291.90,1808.93,193.83,66.40
1,1,600,200063,201.75,505.00,303.25,1809.67,206.73,67.50
1,1,600,200064,205.50,510.70,305.20,1808.31,197.60,60.50
1,1,600,200065,206.40,523.10,316.70,1808.87,234.37,79.10
1,1,600,200066,206.30,494.75,288.45,1809.44,196.44,70.80
1,1,600,200067,207.70,514.80,307.10,1808.51,205.05,63.80
1,1,600,200068,209.45,508.60,299.15,1808.83,212.33,75.00
