统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,64.7009,3.5981,39
2,301,600,66.4441,4.9983,59
3,601,900,67.1558,4.9164,61
4,901,1200,66.5543,4.0915,47
5,1201,1500,65.1036,4.9858,58
6,1501,1800,67.7513,4.3821,52
7,1801,2100,67.1091,4.2221,52
8,2101,2400,64.6286,5.0922,59
9,2401,2700,67.5338,4.9610,60
10,2701,3000,67.0608,4.9493,60
11,3001,3300,67.2129,1.6947,21
