统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,64.5502,4.2067,47
2,301,600,67.4849,2.2808,27
3,601,900,64.9696,1.4473,18
4,901,1200,65.5309,2.4442,28
5,1201,1500,65.0097,1.7926,21
6,1501,1800,65.4472,2.2695,25
7,1801,2100,67.1889,2.5959,31
8,2101,2400,65.5195,2.6644,30
9,2401,2700,65.4056,3.1584,37
10,2701,3000,65.9260,3.3686,40
11,3001,3300,60.3226,1.8891,19
