统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,63.8915,4.2430,47
2,301,600,65.8086,2.2318,24
3,601,900,68.8983,1.4381,17
4,901,1200,67.7528,1.7936,20
5,1201,1500,66.0409,2.3369,29
6,1501,1800,67.0654,1.9433,22
7,1801,2100,67.2668,2.6062,31
8,2101,2400,66.0318,2.8560,33
9,2401,2700,64.7459,3.2558,36
10,2701,3000,62.5625,4.4507,50
11,3001,3300,62.0941,1.3458,15
