统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,35.2030,4.4650,14
2,301,600,31.0515,7.3859,27
3,601,900,31.4773,7.4679,25
4,901,1200,30.8708,12.3461,30
5,1201,1500,21.0326,2.5499,8
