统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,22.9714,5.7640,15
2,301,600,23.3188,6.1788,20
3,601,900,20.6189,5.5706,18
4,901,1200,24.2447,6.2957,19
