统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,27.5590,4.4846,20
2,301,600,26.8002,8.6140,35
3,601,900,26.7472,7.5500,29
4,901,1200,27.9555,8.1038,34
5,1201,1500,18.9703,2.7011,8
