统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
2,500142,434,70,自行车,1.75,14.28,16.05,0.00,13.45,3.02
2,500148,439,66,电动车,2.42,22.35,17.60,0.00,10.09,2.06
2,500199,542,64,自行车,1.73,14.10,16.20,0.00,14.30,3.18
2,500205,553,57,电动车,2.43,22.65,18.28,0.00,14.78,2.91
2,500208,559,53,电动车,2.50,25.10,19.46,0.00,11.33,2.10
2,500210,578,66,自行车,1.66,13.12,16.07,0.00,14.14,3.17
2,500217,589,64,自行车,1.70,13.64,16.20,0.00,14.14,3.14
3,500223,604,65,自行车,1.67,13.24,16.15,0.00,14.32,3.19
3,500276,720,54,电动车,2.51,25.30,20.44,0.00,15.96,2.81
3,500280,722,50,电动车,2.58,27.75,21.92,0.00,13.26,2.18
3,500283,725,49,电动车,2.65,30.00,23.86,0.00,9.30,1.40
3,500333,881,52,电动车,2.53,26.15,21.09,0.00,16.75,2.86
4,500388,990,58,电动车,2.50,24.90,19.97,0.00,14.12,2.55
4,500408,1052,54,电动车,2.52,25.65,19.89,1.02,6.72,1.22
4,500446,1143,48,电动车,2.60,28.35,23.07,0.89,8.11,1.27
4,500460,1181,59,电动车,2.62,28.90,23.45,0.90,8.14,1.25
4,500463,1171,47,电动车,2.60,28.40,23.14,0.88,1.65,0.26
4,500476,1192,56,电动车,2.46,23.50,18.92,0.00,15.30,2.91
4,500480,1195,53,电动车,2.61,28.60,22.67,0.00,1.95,0.31
5,500486,1205,52,电动车,2.61,28.65,20.53,0.00,5.44,0.95
5,500490,1210,51,电动车,2.53,25.90,20.20,0.46,6.88,1.23
