统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,27.9324,17.7557,15
2,301,600,23.3108,13.7481,25
3,601,900,27.1052,16.5472,24
4,901,1200,23.3217,3.2926,25
