统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,28.0490,1.3461,7
2,301,600,19.4948,5.4598,20
3,601,900,24.5363,2.6865,12
4,901,1200,20.1809,4.3015,16
