统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,48.4784,1.3400,12
2,301,600,47.6661,2.2408,18
3,601,900,46.8502,2.0519,18
4,901,1200,51.1254,1.7430,16
5,1201,1500,55.8500,0.2060,2
