统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,27.2554,5.4714,26
2,301,600,23.7774,6.4940,28
3,601,900,24.1706,5.5109,24
4,901,1200,23.8086,5.8783,25
