统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,55.5179,0.8290,8
2,301,600,51.8388,2.2962,19
3,601,900,50.2056,2.2095,18
4,901,1200,52.8423,1.9508,18
5,1201,1500,52.7361,0.6438,6
