统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,400009,61,48,小客车,4.49,49.70,49.69,0.00,997.76,3600.00
1,400010,64,49,小客车,4.66,53.10,50.09,0.00,27.66,1.99
1,400015,71,48,小客车,4.48,49.60,49.60,0.00,997.76,3600.00
1,400021,167,52,小客车,4.28,45.50,5.94,0.01,997.86,3600.00
1,400024,169,49,小客车,4.63,52.50,22.86,3.22,7.88,1.24
1,400026,171,51,小客车,4.49,49.70,27.62,1.99,9.20,1.20
1,400028,172,60,小客车,4.03,40.50,29.20,1.10,9.90,1.22
1,400037,174,116,小客车,4.46,49.10,30.20,0.75,10.06,1.20
1,400041,175,109,小客车,4.92,58.30,31.25,0.67,10.43,1.20
1,400044,177,107,小客车,4.60,52.00,32.36,0.52,10.90,1.21
1,400048,179,103,小客车,4.60,52.00,33.10,0.43,11.23,1.22
1,400054,182,92,小客车,4.04,40.80,33.28,0.17,12.79,1.38
1,400061,180,84,小客车,4.73,54.60,33.86,0.30,11.52,1.22
1,400067,184,78,小客车,4.58,51.60,33.27,0.20,11.44,1.24
1,400072,187,78,小客车,4.75,55.10,34.05,0.25,11.60,1.23
1,400074,186,72,小客车,4.59,51.90,33.65,0.24,11.56,1.24
1,400080,191,63,小客车,4.03,40.50,36.61,0.02,17.09,1.68
1,400082,189,61,小客车,4.71,54.30,37.17,0.00,13.37,1.30
1,400088,193,51,小客车,4.72,54.50,36.40,0.07,12.74,1.26
1,400094,201,44,小客车,4.70,53.90,53.89,0.00,997.65,3600.00
1,400103,221,54,小客车,4.20,44.00,43.89,0.00,47.41,3.89
1,400104,217,50,小客车,4.39,47.80,47.80,0.00,997.80,3600.00
