统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,100014,26,13,小客车,4.71,64.30,64.29,0.00,997.64,3600.00
1,100016,40,25,小客车,4.45,58.90,58.78,0.04,997.78,3600.00
1,100033,52,20,小客车,4.47,59.50,53.11,0.00,22.01,2.98
1,100034,54,18,小客车,4.54,60.90,51.16,0.10,29.83,2.10
1,100045,66,21,小客车,4.68,63.70,36.98,0.00,11.11,2.16
1,100048,69,19,小客车,4.92,68.40,39.32,0.00,10.39,1.90
1,100051,70,16,小客车,4.90,68.00,41.50,0.00,22.79,1.98
1,100061,81,16,小客车,4.27,55.40,46.35,0.00,43.54,3.38
1,100065,88,19,小客车,4.54,60.70,30.14,0.00,7.78,1.86
1,100070,93,17,小客车,4.37,57.40,42.21,0.00,30.19,2.58
1,100078,105,22,小客车,4.55,61.00,6.08,0.00,1.67,1.98
1,100080,102,18,小客车,4.18,53.70,37.41,0.00,26.69,2.57
1,100085,107,18,小客车,4.89,67.90,18.79,0.03,14.92,2.86
1,100090,113,16,小客车,4.17,53.40,16.22,0.00,9.75,2.17
1,100095,126,19,小客车,4.37,57.30,15.50,0.00,9.37,2.18
1,100105,162,19,小客车,4.59,61.80,1.49,0.00,3.32,8.03
1,100108,167,22,小客车,4.59,61.80,12.41,1.04,7.01,2.03
1,100118,172,31,小客车,4.99,69.80,20.15,0.89,10.95,1.96
1,100121,169,21,小客车,4.24,54.80,17.05,0.91,8.84,1.87
1,100134,174,25,小客车,4.28,55.50,22.21,0.72,11.22,1.82
1,100135,177,38,小客车,4.42,58.30,24.10,0.57,12.16,1.82
1,100154,179,28,小客车,4.45,58.90,25.87,0.41,12.97,1.80
2,100150,181,32,小客车,4.45,59.00,26.84,0.35,13.44,1.80
2,100163,190,34,小客车,4.31,56.20,38.46,0.80,31.39,2.94
2,100167,192,27,小客车,4.26,55.20,32.07,0.00,15.96,1.79
2,100168,184,17,小客车,4.26,55.30,28.10,0.00,14.01,1.79
2,100178,198,22,小客车,4.84,66.80,39.30,0.00,24.53,2.25
