线路编号,线路名称,车辆ID,总上车乘客,总行程距离(m),总行程时间(s),车辆停车次数,车辆停车时间(s),车辆区间停车时间(s),车辆站点停靠时间(s),乘客站点总候车时间(s),乘客站点平均候车时间(s),乘客总停车时间(s),乘客区间总停车时间(s),乘客站点总停车时间(s)
4312,12路,500001,10,866.34,349.30,2,191.60,179.60,12.00,0.00,0.00,1645.60,1543.60,102.00
4312,12路,500002,10,867.68,205.80,1,52.30,40.30,12.00,0.00,0.00,424.40,322.40,102.00
4312,12路,500003,10,866.13,197.90,1,47.30,35.30,12.00,0.00,0.00,384.40,282.40,102.00
4312,12路,500004,10,866.07,197.20,1,44.90,32.90,12.00,0.00,0.00,365.20,263.20,102.00
4312,12路,500005,10,866.32,187.20,1,36.90,24.90,12.00,0.00,0.00,301.20,199.20,102.00
4312,12路,500006,10,866.57,183.20,1,33.00,21.00,12.00,0.00,0.00,270.00,168.00,102.00
4312,12路,500007,10,867.02,187.00,1,34.20,22.20,12.00,0.00,0.00,279.60,177.60,102.00
4312,12路,500008,10,867.20,181.20,1,28.90,16.90,12.00,0.00,0.00,237.20,135.20,102.00
4312,12路,500009,10,280.82,56.40,0,6.00,0.00,6.00,0.00,0.00,54.00,0.00,54.00
