线路编号,线路名称,车辆ID,总上车乘客,总行程距离(m),总行程时间(s),车辆停车次数,车辆停车时间(s),车辆区间停车时间(s),车辆站点停靠时间(s),乘客站点总候车时间(s),乘客站点平均候车时间(s),乘客总停车时间(s),乘客区间总停车时间(s),乘客站点总停车时间(s)
4334,151路,900001,13,866.21,177.90,1,36.10,25.10,11.00,195.30,65.10,350.00,251.00,99.00
4334,151路,900002,12,867.38,172.00,1,30.10,21.10,9.00,117.80,58.90,292.00,211.00,81.00
4334,151路,900003,12,865.29,167.60,1,26.10,17.10,9.00,170.00,85.00,252.00,171.00,81.00
4334,151路,900004,13,865.00,166.20,1,24.10,13.10,11.00,249.30,83.10,230.00,131.00,99.00
4334,151路,900005,12,865.39,170.00,2,20.60,11.60,9.00,154.00,77.00,199.50,118.50,81.00
4334,151路,900006,13,865.78,175.30,2,25.70,14.70,11.00,225.00,75.00,265.20,166.20,99.00
4334,151路,900007,12,865.21,180.80,2,30.60,21.60,9.00,138.00,69.00,317.60,236.60,81.00
4334,151路,900008,13,502.95,132.40,0,11.00,0.00,11.00,201.00,67.00,99.00,0.00,99.00
