线路编号,线路名称,车辆ID,总上车乘客,总行程距离(m),总行程时间(s),车辆停车次数,车辆停车时间(s),车辆区间停车时间(s),车辆站点停靠时间(s),乘客站点总候车时间(s),乘客站点平均候车时间(s),乘客总停车时间(s),乘客区间总停车时间(s),乘客站点总停车时间(s)
4317,126路,600001,12,1277.70,292.10,2,83.90,74.90,9.00,115.20,57.60,840.10,759.10,81.00
4317,126路,600002,13,1280.46,281.90,1,80.60,69.60,11.00,195.90,65.30,795.00,696.00,99.00
4317,126路,600003,12,1281.49,285.00,1,83.60,74.60,9.00,136.60,68.30,827.00,746.00,81.00
4317,126路,600004,13,1281.87,292.10,1,90.60,79.60,11.00,225.90,75.30,895.00,796.00,99.00
4317,126路,600005,12,1277.29,294.60,1,93.60,84.60,9.00,155.40,77.70,927.00,846.00,81.00
4317,126路,600006,13,1276.70,301.40,1,100.60,89.60,11.00,253.80,84.60,995.00,896.00,99.00
4317,126路,600007,12,1280.54,310.70,1,103.60,94.60,9.00,176.60,88.30,1027.00,946.00,81.00
4317,126路,600008,13,548.49,206.40,1,110.60,99.60,11.00,283.80,94.60,1095.00,996.00,99.00
4317,126路,600009,10,383.97,56.40,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
