统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,22.5905,8.9513,17
2,301,600,23.2149,9.5708,16
3,601,900,21.4586,8.1639,21
4,901,1200,23.5018,7.2757,27
5,1201,1500,24.7117,1.6743,4
