线路编号,线路名称,车辆ID,总上车乘客,总行程距离(m),总行程时间(s),车辆停车次数,车辆停车时间(s),车辆区间停车时间(s),车辆站点停靠时间(s),乘客站点总候车时间(s),乘客站点平均候车时间(s),乘客总停车时间(s),乘客区间总停车时间(s),乘客站点总停车时间(s)
4337,156路,1000001,20,1188.97,299.70,2,164.60,129.60,35.00,1017.30,101.73,2053.00,1701.00,352.00
4337,156路,1000002,17,1189.60,265.70,2,130.90,101.90,29.00,608.90,86.99,1435.60,1165.60,270.00
4337,156路,1000003,19,1189.22,231.70,2,96.70,63.70,33.00,804.60,89.40,1187.80,857.80,330.00
4337,156路,1000004,18,1189.34,201.80,1,63.60,32.60,31.00,691.10,86.39,722.80,423.80,299.00
4337,156路,1000005,19,1188.60,166.50,0,33.00,0.00,33.00,865.50,96.17,330.00,0.00,330.00
4337,156路,1000006,20,1045.89,267.40,1,84.60,49.60,35.00,1083.80,108.38,996.80,644.80,352.00
4337,156路,1000007,10,220.34,87.40,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
