线路编号,线路名称,车辆ID,总上车乘客,总行程距离(m),总行程时间(s),车辆停车次数,车辆停车时间(s),车辆区间停车时间(s),车辆站点停靠时间(s),乘客站点总候车时间(s),乘客站点平均候车时间(s),乘客总停车时间(s),乘客区间总停车时间(s),乘客站点总停车时间(s)
4309,11路,400001,11,1139.91,188.90,0,7.00,0.00,7.00,30.70,30.70,63.00,0.00,63.00
4309,11路,400002,13,1142.38,207.10,2,17.80,6.80,11.00,212.10,70.70,167.00,68.00,99.00
4309,11路,400003,12,1139.99,214.20,3,31.80,22.80,9.00,128.20,64.10,328.80,247.80,81.00
4309,11路,400004,14,1141.25,355.10,3,128.40,115.40,13.00,443.60,110.90,1430.90,1313.90,117.00
4309,11路,400005,12,1140.28,358.50,6,131.80,122.80,9.00,176.20,88.10,1370.00,1289.00,81.00
4309,11路,400006,13,1140.48,369.60,7,138.60,127.60,11.00,282.60,94.20,1508.80,1409.80,99.00
4309,11路,400007,12,753.65,307.40,2,79.40,70.40,9.00,146.00,73.00,785.00,704.00,81.00
4309,11路,400008,10,119.57,157.40,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4309,11路,400009,10,12.61,7.40,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
