统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,800006,13,5,小客车,4.11,52.10,52.10,0.00,997.95,3600.00
1,800009,15,6,小客车,4.55,61.10,49.64,0.10,29.69,2.15
1,800012,19,8,小客车,4.38,57.60,45.19,3.06,997.81,3600.00
1,800028,52,4,小客车,4.63,62.60,62.60,0.00,997.69,3600.00
1,800037,69,12,小客车,4.82,66.40,41.78,0.01,498.80,85.96
1,800054,89,5,小客车,4.36,57.20,57.20,0.00,997.82,3600.00
1,800058,94,6,小客车,4.64,62.80,62.07,0.21,997.68,3600.00
1,800062,105,6,小客车,4.32,56.40,54.91,0.00,997.84,3600.00
1,800063,107,7,小客车,4.51,60.30,57.88,0.70,997.74,3600.00
1,800070,115,8,小客车,4.37,57.40,49.61,2.19,997.82,3600.00
1,800078,129,4,小客车,4.55,61.00,61.00,0.00,997.73,3600.00
1,800083,140,5,小客车,4.86,67.10,66.43,0.00,997.57,3600.00
1,800096,166,6,小客车,4.33,56.50,55.03,0.46,997.84,3600.00
1,800109,187,8,小客车,4.88,67.50,49.40,0.01,21.01,3.06
1,800117,203,9,小客车,4.09,51.90,50.47,0.49,997.95,3600.00
1,800118,201,4,小客车,4.99,69.80,64.62,1.22,997.51,3600.00
1,800122,211,7,小客车,4.74,64.80,46.29,0.01,10.80,1.68
1,800130,217,5,小客车,4.72,64.50,64.48,0.01,997.64,3600.00
1,800132,221,9,小客车,4.17,53.30,47.11,0.01,498.96,76.26
1,800135,227,4,小客车,4.42,58.30,58.30,0.00,997.79,3600.00
1,800142,245,4,小客车,4.90,68.00,67.49,0.14,997.55,3600.00
1,800148,262,4,小客车,4.72,64.40,63.19,0.34,997.64,3600.00
1,800151,268,7,小客车,4.72,64.40,51.79,2.41,997.64,3600.00
1,800157,274,6,小客车,4.71,64.30,57.78,1.61,997.64,3600.00
1,800158,272,4,小客车,4.99,69.70,69.49,0.06,997.51,3600.00
1,800171,292,6,小客车,4.79,65.70,61.09,1.17,997.61,3600.00
2,800176,301,4,小客车,4.93,68.60,68.60,0.00,997.54,3600.00
2,800184,311,4,小客车,4.52,60.40,55.34,1.47,997.74,3600.00
2,800185,314,5,小客车,4.45,58.90,58.56,0.11,997.78,3600.00
2,800190,320,6,小客车,4.22,54.50,52.04,0.00,997.89,3600.00
2,800195,326,5,小客车,4.28,55.50,55.49,0.00,997.86,3600.00
2,800199,332,5,小客车,4.07,51.40,51.40,0.00,997.97,3600.00
2,800201,342,6,小客车,4.26,55.30,54.82,0.16,997.87,3600.00
2,800208,353,7,小客车,4.14,52.90,52.00,0.00,997.93,3600.00
2,800211,357,11,小客车,4.79,65.70,20.09,0.01,498.80,178.74
2,800212,358,7,小客车,4.29,55.70,16.50,0.10,9.50,2.07
2,800213,356,5,小客车,4.16,53.20,44.18,0.19,27.32,2.23
2,800222,365,7,小客车,4.53,60.60,52.59,0.01,498.87,68.30
