vehID,FU,FUwithStop,travelTime,stopTimes
1,178.2279133533445,225.0833213209873,313.8,1
2,176.69894162005932,223.55434958770212,319.0,1
4,172.44420572994215,219.29961369758496,299.40000000000003,1
