统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,300001,16,12,小客车,4.58,61.70,61.70,0.00,997.71,3600.00
1,300009,31,15,小客车,4.42,58.40,48.27,0.00,44.74,3.34
1,300013,35,14,小客车,4.17,53.50,42.49,0.00,32.69,2.77
1,300017,43,11,小客车,4.91,68.10,49.22,0.00,37.91,2.77
1,300021,55,13,小客车,4.79,65.90,44.01,0.00,30.88,2.53
1,300029,68,14,小客车,4.49,59.70,36.40,0.00,23.47,2.32
1,300033,76,14,小客车,4.01,50.20,34.67,0.00,23.61,2.45
1,300036,89,14,小客车,4.53,60.50,31.40,0.00,19.03,2.18
1,300041,98,12,小客车,4.97,69.40,31.47,0.00,18.93,2.17
1,300045,105,17,小客车,4.85,67.00,21.23,0.00,12.58,2.13
1,300053,116,14,小客车,4.76,65.20,18.52,0.81,12.29,2.39
1,300057,122,17,小客车,4.12,52.40,9.90,0.00,6.59,2.40
1,300061,134,13,小客车,4.51,60.30,7.38,0.32,2.80,1.36
1,300069,138,15,小客车,4.33,56.50,21.91,0.00,17.25,2.84
1,300077,150,14,小客车,4.33,56.60,56.60,0.00,997.83,3600.00
1,300086,171,16,小客车,4.08,51.50,44.43,0.00,44.59,3.61
1,300090,175,16,小客车,4.06,51.20,42.00,0.00,32.56,2.79
1,300093,183,15,大客车,11.84,48.65,38.55,0.00,35.54,3.32
1,300101,195,11,小客车,4.82,66.30,37.78,0.00,24.06,2.29
1,300105,206,13,小客车,4.25,55.10,36.35,0.00,24.32,2.41
