统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,30.3502,4.3877,20
2,301,600,25.9804,8.0539,32
3,601,900,27.9474,8.5493,37
4,901,1200,28.2506,8.2989,36
5,1201,1500,20.1815,2.0277,6
