统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,23.6371,2.6545,21
2,301,600,21.5355,5.1648,41
3,601,900,20.4372,7.1318,55
4,901,1200,20.3746,7.5911,57
5,1201,1500,28.1667,0.3318,3
