统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,26.9004,4.4954,19
2,301,600,24.5974,7.4372,31
3,601,900,21.6074,7.5562,29
4,901,1200,22.9624,7.9699,32
5,1201,1500,25.2936,3.2378,14
