统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,42.6440,3.3350,26
2,301,600,42.4682,5.9672,44
3,601,900,39.6646,7.2381,53
4,901,1200,38.2352,9.2940,60
5,1201,1500,39.2939,1.2423,9
