统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,22.3286,3.3872,28
2,301,600,20.1489,17.0867,127
3,601,900,20.1336,15.6942,119
4,901,1200,20.0685,17.0435,129
5,1201,1500,19.7077,3.6998,28
