统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,30.4476,18.8608,12
2,301,600,27.7509,22.5906,27
3,601,900,23.9854,9.1268,18
4,901,1200,24.4076,11.6685,33
