统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,42.4220,4.1554,30
2,301,600,41.3034,9.5481,70
3,601,900,41.2539,9.0631,67
4,901,1200,41.6212,6.5611,50
5,1201,1500,42.8694,1.3766,11
