统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,47.4871,2.0216,18
2,301,600,43.0605,3.1667,24
3,601,900,44.1712,2.7528,23
4,901,1200,42.6827,3.2376,25
5,1201,1500,43.5415,0.4981,4
