统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,400012,56,38,小客车,4.19,43.80,43.80,0.00,997.90,3600.00
1,400014,60,37,小客车,4.39,47.80,43.09,0.00,48.89,4.09
1,400019,71,45,小客车,4.01,40.20,39.39,0.01,130.05,11.88
1,400027,79,33,小客车,4.74,54.70,49.05,0.00,61.31,4.50
1,400033,92,37,小客车,4.62,52.40,50.76,0.04,146.39,10.38
1,400035,97,41,小客车,4.64,52.90,35.33,2.36,50.26,5.12
1,400037,101,43,小客车,4.46,49.10,43.94,0.06,46.80,3.83
1,400042,109,40,小客车,4.17,43.40,38.21,0.68,72.96,6.87
1,400053,121,32,小客车,4.70,53.90,51.47,0.00,116.64,8.16
1,400059,127,31,小客车,4.84,56.90,53.49,0.00,88.01,5.92
1,400065,142,41,小客车,4.13,42.60,42.56,0.01,997.93,3600.00
1,400069,145,37,小客车,4.64,52.90,40.80,0.06,26.76,2.36
1,400077,150,31,小客车,4.84,56.90,50.37,0.00,57.44,4.10
1,400079,157,30,小客车,4.50,50.00,47.45,0.00,86.30,6.55
1,400088,167,26,小客车,4.72,54.50,52.70,0.00,140.36,9.59
1,400098,187,26,小客车,4.92,58.40,58.40,0.00,997.54,3600.00
1,400099,199,35,小客车,4.13,42.70,42.70,0.00,997.93,3600.00
1,400102,204,36,大客车,12.35,45.90,41.55,0.01,50.61,4.39
1,400117,219,27,小客车,4.64,52.80,52.64,0.04,997.68,3600.00
1,400124,244,26,小客车,4.61,52.20,52.20,0.00,997.69,3600.00
1,400126,278,58,小客车,4.08,41.60,39.16,0.04,53.21,4.89
1,400133,274,51,小客车,4.61,52.10,52.07,0.01,997.70,3600.00
1,400137,282,50,小客车,4.50,50.10,42.15,0.00,35.93,3.07
2,400123,337,122,小客车,4.92,58.50,30.62,0.51,506.09,59.50
2,400143,344,102,小客车,4.51,50.30,47.74,0.03,104.35,7.87
2,400147,355,105,小客车,4.86,57.10,52.79,0.00,80.65,5.50
2,400148,348,98,小客车,4.46,49.10,44.42,0.02,49.89,4.04
2,400155,360,89,小客车,4.07,41.40,24.46,3.07,49.85,7.34
2,400161,377,100,小客车,4.65,53.00,52.91,0.02,997.67,3600.00
2,400164,381,102,小客车,4.68,53.70,48.35,0.00,55.29,4.12
2,400165,364,84,小客车,4.89,57.90,48.46,0.00,44.62,3.31
2,400186,412,97,小客车,4.70,53.90,41.35,0.02,27.12,2.36
2,400188,387,68,小客车,4.76,55.20,51.28,0.05,81.85,5.75
2,400199,392,52,小客车,4.46,49.10,31.58,2.32,38.82,4.42
2,400200,439,97,小客车,4.96,59.10,54.67,0.24,123.53,8.13
2,400203,402,53,小客车,4.49,49.80,45.04,0.35,76.09,6.08
2,400209,410,52,小客车,4.17,43.30,41.91,0.00,101.55,8.72
2,400211,420,61,小客车,4.08,41.70,36.92,0.01,37.54,3.66
2,400212,450,91,小客车,4.31,46.20,39.22,0.09,31.56,2.90
2,400215,416,55,小客车,4.08,41.50,37.60,0.03,42.12,4.03
2,400226,423,47,小客车,4.51,50.20,36.98,0.00,22.71,2.21
2,400227,427,50,小客车,4.17,43.40,37.35,0.02,34.17,3.29
2,400240,447,53,小客车,4.98,59.60,45.53,0.00,29.99,2.37
2,400243,444,48,小客车,4.34,46.90,44.48,0.01,74.76,6.05
2,400247,452,49,小客车,4.84,56.80,37.94,0.14,20.82,1.97
2,400250,454,45,小客车,4.91,58.10,37.07,0.15,19.64,1.91
2,400253,457,41,小客车,4.58,51.60,36.11,0.12,20.60,2.05
2,400255,459,39,小客车,4.75,55.10,36.64,0.04,20.01,1.97
2,400259,461,33,小客车,4.75,55.00,36.75,0.03,20.15,1.97
2,400264,468,33,小客车,4.97,59.40,53.04,0.00,68.44,4.65
2,400266,476,30,小客车,4.49,49.80,48.03,0.00,113.20,8.49
2,400273,487,35,小客车,4.54,50.70,48.95,0.05,133.48,9.82
2,400274,490,38,小客车,4.17,43.50,40.23,0.05,48.27,4.32
2,400279,496,34,小客车,4.38,47.60,43.99,0.00,62.99,5.16
2,400280,500,38,小客车,4.31,46.20,41.74,0.01,47.20,4.07
2,400287,502,34,小客车,4.82,56.30,43.48,0.01,40.26,6.67
2,400294,510,29,小客车,4.91,58.20,52.77,0.20,87.93,6.00
2,400296,519,28,小客车,4.95,59.00,55.16,0.00,99.44,6.49
2,400301,542,35,小客车,4.13,42.70,42.70,0.00,997.93,3600.00
2,400307,554,37,小客车,4.01,40.20,39.58,0.01,128.18,11.66
2,400321,572,30,小客车,4.32,46.40,43.36,0.00,65.55,5.44
2,400323,578,37,小客车,4.86,57.10,31.24,0.01,11.43,2.64
2,400325,576,26,小客车,4.82,56.30,54.39,0.02,152.83,10.12
2,400330,586,32,小客车,4.45,49.00,46.36,0.00,79.34,6.16
2,400334,596,35,小客车,4.16,43.10,42.10,0.00,126.09,10.78
3,400340,606,30,小客车,4.36,47.10,40.93,0.00,43.34,3.81
3,400344,613,33,小客车,4.32,46.40,46.39,0.00,997.84,3600.00
3,400345,617,37,小客车,4.39,47.90,43.12,0.02,53.17,4.44
3,400350,626,33,小客车,4.41,48.20,40.01,1.44,140.62,12.65
3,400355,633,27,小客车,4.77,55.40,52.39,0.01,112.98,7.76
3,400363,648,25,小客车,4.83,56.70,54.10,0.00,105.28,7.01
3,400369,662,35,小客车,4.32,46.30,46.28,0.01,997.84,3600.00
3,400371,670,29,小客车,4.54,50.80,48.25,0.00,92.67,6.91
3,400382,686,31,小客车,4.46,49.10,45.72,0.75,997.77,3600.00
3,400386,701,39,小客车,4.00,40.10,40.02,0.02,998.00,3600.00
3,400392,706,35,小客车,4.45,49.00,43.10,0.00,44.51,3.72
3,400399,713,35,小客车,4.34,46.90,34.82,2.02,63.56,6.57
3,400407,722,32,小客车,4.59,51.90,49.45,0.00,102.99,7.50
3,400416,738,29,小客车,4.63,52.70,52.70,0.00,997.68,3600.00
3,400421,748,36,小客车,4.30,46.10,45.17,0.00,148.50,11.84
3,400423,753,34,小客车,4.82,56.30,39.28,1.22,32.44,2.97
3,400426,758,35,小客车,4.09,41.90,39.58,0.01,63.98,5.82
3,400430,765,31,小客车,4.71,54.20,49.30,0.00,67.19,4.91
3,400434,852,115,小客车,4.01,40.30,34.61,0.01,19.99,4.16
3,400436,784,39,小客车,4.09,41.80,41.63,0.05,997.96,3600.00
3,400440,853,103,小客车,4.57,51.30,31.35,0.01,7.77,1.78
3,400442,859,103,小客车,4.47,49.50,45.16,0.00,61.99,4.94
3,400446,867,104,小客车,4.24,44.80,42.97,0.00,91.86,7.70
3,400451,870,99,小客车,4.89,57.90,47.71,0.00,38.84,2.93
3,400456,880,101,小客车,4.41,48.10,46.60,0.01,124.95,9.65
3,400466,893,104,小客车,4.01,40.30,39.12,0.02,111.09,10.22
3,400479,898,92,小客车,4.57,51.40,46.04,0.00,54.40,4.25
4,400476,905,106,小客车,4.16,43.20,32.45,0.01,12.85,2.85
4,400481,917,110,小客车,4.28,45.60,42.97,0.00,71.98,6.03
4,400486,906,96,小客车,4.21,44.20,35.70,0.00,21.15,2.13
4,400500,926,91,小客车,4.84,56.80,51.02,0.04,71.83,5.07
4,400501,911,75,小客车,4.67,53.30,45.73,0.00,45.11,3.55
4,400507,948,96,小客车,4.04,40.80,37.95,0.00,56.27,5.34
4,400511,929,73,小客车,4.35,47.00,40.66,0.13,33.60,2.97
4,400512,937,79,小客车,4.26,45.20,36.55,0.03,26.75,2.63
4,400514,932,66,小客车,4.15,43.00,37.15,0.07,32.26,3.13
4,400515,939,73,小客车,4.61,52.20,36.59,0.02,21.05,2.07
4,400517,934,65,小客车,4.75,54.90,36.86,0.06,20.28,1.98
4,400537,950,55,小客车,4.93,58.70,39.38,0.00,21.86,2.00
4,400541,942,44,小客车,4.71,54.10,36.82,0.00,20.55,2.01
4,400545,958,53,小客车,4.61,52.20,48.69,0.00,84.11,6.22
4,400552,963,49,大客车,12.38,46.15,42.41,0.03,54.08,4.59
4,400557,967,37,小客车,4.18,43.60,39.22,0.02,42.40,3.89
4,400560,970,36,小客车,4.67,53.40,38.93,0.02,23.52,2.18
4,400562,973,36,小客车,4.58,51.70,43.07,0.00,36.04,3.01
4,400565,976,37,小客车,4.62,52.30,42.54,0.00,31.94,2.70
4,400569,981,35,小客车,4.25,44.90,41.46,0.00,56.30,4.89
4,400579,996,33,小客车,4.25,45.10,43.48,0.02,107.79,8.92
4,400587,1003,29,小客车,4.75,55.00,51.12,0.00,80.47,5.67
4,400590,1010,33,小客车,4.45,48.90,46.92,0.02,95.49,7.33
4,400595,1016,32,小客车,4.47,49.50,46.28,0.01,69.53,5.41
4,400602,1030,35,大客车,12.05,43.45,42.25,0.13,148.62,12.66
4,400605,1043,40,小客车,4.80,56.00,37.43,0.01,21.49,4.13
4,400614,1056,28,小客车,4.80,56.10,52.00,0.80,997.60,3600.00
4,400626,1074,35,小客车,4.70,54.00,53.45,0.12,997.65,3600.00
4,400640,1096,36,小客车,4.11,42.10,42.10,0.00,997.95,3600.00
4,400655,1127,34,小客车,4.38,47.70,47.70,0.00,997.81,3600.00
4,400664,1148,28,小客车,4.72,54.50,54.50,0.00,997.64,3600.00
4,400678,1176,26,小客车,4.71,54.10,54.10,0.00,997.65,3600.00
