统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,28.0609,4.0672,20
2,301,600,26.1428,4.3572,20
3,601,900,26.0838,5.2790,25
4,901,1200,24.9724,5.9125,27
