统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,37.9103,1.7573,11
2,301,600,39.6670,4.8950,35
3,601,900,39.8551,5.9216,41
4,901,1200,38.0128,6.1075,39
5,1201,1500,48.0767,0.7064,6
