统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,25.5494,1.1121,5
2,301,600,26.3436,4.2340,19
3,601,900,21.0840,0.2777,1
4,901,1200,23.6408,1.1468,5
5,1201,1500,24.7655,1.5261,7
