统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,35.3599,3.6083,14
2,301,600,30.4865,34.2649,23
3,601,900,32.0443,5.9242,22
4,901,1200,32.6413,1.5493,29
5,1201,1500,23.6760,1.0567,3
