统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,50.9370,1.1895,11
2,301,600,48.9934,2.2176,20
3,601,900,48.9041,1.9872,18
4,901,1200,51.2868,2.8397,26
5,1201,1500,47.9969,0.1100,1
