统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,18.1313,1.8456,11
2,301,600,16.6449,5.8075,35
3,601,900,17.8343,4.0350,22
4,901,1200,15.7377,6.7448,24
5,1201,1500,15.7348,2.3630,12
