统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,400005,61,51,小客车,4.78,55.60,55.24,0.07,997.61,3600.00
1,400014,167,55,小客车,4.39,47.80,5.94,0.01,997.80,3600.00
1,400022,169,61,小客车,4.11,42.10,19.85,3.03,7.48,1.36
1,400032,171,53,小客车,4.70,53.90,26.57,1.83,9.29,1.26
1,400037,172,61,小客车,4.46,49.10,28.15,1.17,9.95,1.27
1,400039,174,113,小客车,4.54,50.70,29.56,0.76,10.37,1.26
1,400049,176,99,小客车,4.11,42.10,29.40,0.48,11.02,1.35
1,400052,178,92,大客车,11.81,41.45,30.87,0.24,13.08,1.53
1,400063,181,82,小客车,5.00,60.00,36.82,0.00,13.81,1.35
1,400069,183,77,小客车,4.64,52.90,43.90,0.00,23.42,1.92
1,400076,187,72,小客车,4.01,40.30,38.95,0.00,39.81,3.68
1,400089,191,50,小客车,4.58,51.50,48.16,0.00,42.31,3.16
1,400094,204,47,小客车,4.70,53.90,53.31,0.13,997.65,3600.00
