统计时段,起始时间(s),结束时间(s),车辆ID,检测起始时间(s),检测结束时间(s),行程时间(s),行程距离(m),延误(s),期望速度(km/h)
2,301,600,400049,300.65,334.70,34.05,501.56,2.15,56.60
2,301,600,400051,306.25,338.35,32.10,500.60,5.75,68.40
2,301,600,400053,312.10,344.15,32.05,500.60,1.30,58.60
2,301,600,400055,321.15,349.30,28.15,500.86,0.91,66.20
2,301,600,400056,327.85,359.80,31.95,501.24,0.13,56.70
2,301,600,400058,329.60,361.55,31.95,501.69,5.70,68.80
2,301,600,400061,336.40,366.65,30.25,501.50,1.27,62.30
2,301,600,400062,340.30,374.25,33.95,500.60,0.73,54.25
2,301,600,400064,346.00,378.90,32.90,500.60,0.66,55.90
2,301,600,400066,367.30,401.90,34.60,500.60,0.08,52.20
2,301,600,400068,368.70,404.60,35.90,500.86,6.15,60.60
2,301,600,400070,374.50,408.30,33.80,501.56,1.61,56.10
2,301,600,400072,377.55,410.90,33.35,501.24,4.75,63.10
2,301,600,400074,398.80,424.95,26.15,500.86,0.09,69.20
