统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,100002,13,10,EV,4.78,72.80,72.80,0.00,997.61,3600.00
1,100022,33,11,EV,4.71,72.15,72.03,0.00,390.12,19.50
1,100042,53,16,EV,4.54,70.45,70.35,0.00,400.41,20.49
1,100062,70,11,EV,4.36,68.60,68.46,0.00,328.70,17.28
1,100082,94,11,EV,4.09,65.90,65.84,0.00,447.59,24.47
1,100102,114,15,EV,4.99,74.90,74.70,0.00,366.06,17.64
1,100122,132,11,EV,4.28,67.75,67.66,0.00,361.17,19.22
1,100142,150,16,EV,4.28,67.75,67.61,0.00,333.41,17.75
1,100162,168,15,EV,4.45,69.45,69.29,0.00,332.66,17.28
2,100182,183,14,EV,4.67,71.70,71.48,0.00,297.23,14.97
2,100202,206,11,EV,4.54,70.40,70.31,0.00,437.32,22.39
2,100223,225,11,EV,4.37,68.65,68.54,0.00,364.25,19.13
2,100242,243,11,EV,4.99,74.90,74.69,0.00,348.62,16.80
2,100262,262,19,EV,4.86,73.60,73.47,0.00,380.25,18.63
2,100282,280,18,EV,4.83,73.30,73.16,0.00,372.87,18.35
2,100302,297,12,EV,4.96,74.65,74.47,0.00,344.46,16.65
2,100322,317,14,EV,4.02,65.20,65.14,0.00,405.91,22.43
2,100342,335,17,EV,4.11,66.10,65.96,0.00,318.03,17.36
2,100362,351,19,EV,4.73,72.30,72.03,0.00,285.74,14.28
3,100382,367,19,EV,5.00,75.00,74.77,0.00,317.58,15.29
3,100402,386,16,EV,4.15,66.50,66.43,0.00,398.75,21.61
3,100422,405,21,EV,4.46,69.55,69.39,0.00,334.87,17.37
3,100442,420,16,EV,4.46,69.65,69.47,0.00,301.51,15.63
3,100462,438,17,EV,4.93,74.35,74.13,0.00,329.11,15.98
3,100483,469,33,EV,4.83,73.25,73.20,0.00,638.37,31.39
3,100502,472,15,EV,4.05,65.50,63.19,0.04,66.50,3.79
3,100522,493,15,EV,4.50,70.00,69.85,0.00,364.29,18.77
