统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
2,61,120,63.8340,5.4320,13
3,121,180,61.6290,9.7962,22
4,181,240,64.3200,7.2241,17
5,241,300,64.2194,6.7670,16
6,301,360,66.2960,6.4829,16
7,361,420,59.7681,10.7061,24
8,421,480,61.6077,9.0934,21
9,481,540,61.7703,4.4040,10
