统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,60,70.4500,0.3871,1
2,61,120,61.5298,8.2909,19
3,121,180,60.6068,9.8281,22
4,181,240,62.3599,7.7571,18
5,241,300,62.3248,6.7789,16
6,301,360,62.1076,7.7602,18
7,361,420,58.8862,10.4102,23
8,421,480,60.5473,9.8126,22
9,481,540,60.1685,4.6123,10
