统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
2,61,120,63.3049,7.0585,17
3,121,180,63.9636,6.2232,15
4,181,240,63.4819,7.6836,18
5,241,300,65.1429,6.6733,16
6,301,360,63.3138,7.7886,18
7,361,420,61.0375,9.7702,22
8,421,480,62.8583,8.7454,20
9,481,540,63.1989,3.9909,9
