统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,60,72.8000,0.3940,1
2,61,120,69.7072,1.6014,4
3,121,180,69.0227,1.9591,5
4,181,240,65.9354,4.2253,10
5,241,300,67.1613,3.6565,9
6,301,360,65.7210,3.7938,9
7,361,420,69.6487,1.5356,4
8,421,480,70.0104,1.5417,4
