统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,60,71.7500,0.3909,1
2,61,120,64.4313,8.2644,19
3,121,180,64.1797,7.2740,17
4,181,240,60.7220,9.0529,21
5,241,300,60.9838,9.2591,21
6,301,360,62.0449,8.8342,20
7,361,420,60.6135,9.7160,22
8,421,480,59.7149,10.4551,23
9,481,540,59.7127,4.0369,9
