统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
2,61,120,71.7999,1.1731,3
3,121,180,69.7994,1.1535,3
4,181,240,66.3338,4.0846,10
5,241,300,68.2250,3.9179,10
6,301,360,66.8646,4.4587,11
7,361,420,67.6804,1.1387,3
8,421,480,70.3494,1.1588,3
9,481,540,71.9912,0.7830,2
