统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
2,61,120,65.4861,4.0135,10
3,121,180,64.9508,6.4992,16
4,181,240,64.5997,7.4925,18
5,241,300,66.3890,7.0023,17
6,301,360,65.3921,7.5703,18
7,361,420,64.1588,7.5125,18
8,421,480,62.1672,9.6652,22
9,481,540,66.5816,3.7908,9
