统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,400006,59,46,小客车,4.46,49.10,27.34,3.41,997.77,3600.00
1,400012,67,49,小客车,4.19,43.80,42.21,0.01,90.48,7.72
1,400021,74,43,小客车,4.28,45.50,43.26,0.02,84.95,7.07
1,400027,79,32,小客车,4.74,54.70,47.57,0.00,47.53,3.60
1,400030,94,43,小客车,4.08,41.50,30.02,0.01,9.23,2.21
1,400031,88,35,小客车,4.21,44.30,41.37,0.00,114.96,10.00
1,400035,91,36,小客车,4.64,52.90,49.69,0.30,154.09,11.16
1,400047,106,32,小客车,4.58,51.70,49.74,0.02,134.81,9.76
1,400055,123,32,小客车,4.88,57.50,57.28,0.03,997.56,3600.00
1,400060,136,39,小客车,4.04,40.70,40.51,0.04,997.98,3600.00
1,400063,139,39,小客车,5.00,60.00,42.71,0.40,21.60,1.82
1,400064,144,43,小客车,4.02,40.40,30.45,0.00,11.02,1.30
1,400068,143,39,小客车,4.53,50.60,26.84,0.01,13.22,3.55
1,400070,147,40,小客车,4.67,53.40,43.81,0.80,58.65,4.82
1,400076,153,37,小客车,4.01,40.30,38.50,0.02,66.28,6.20
1,400077,155,35,小客车,4.84,56.90,38.52,0.01,20.56,1.92
1,400088,167,26,小客车,4.72,54.50,52.07,0.00,131.28,9.08
1,400099,197,34,小客车,4.13,42.70,42.70,0.00,997.93,3600.00
1,400110,214,34,小客车,4.36,47.20,47.11,0.02,997.82,3600.00
1,400117,220,27,小客车,4.64,52.80,48.64,0.00,67.50,5.00
1,400125,257,37,小客车,4.05,41.10,41.10,0.00,997.97,3600.00
2,400123,361,146,小客车,4.92,58.50,22.75,0.01,33.03,10.45
2,400130,368,147,小客车,4.39,47.90,46.33,0.02,98.27,7.64
2,400132,377,155,小客车,4.08,41.70,40.57,0.01,106.38,9.44
2,400144,379,135,小客车,4.77,55.40,41.35,0.00,25.45,2.22
2,400148,386,137,小客车,4.46,49.10,45.88,0.00,76.87,6.03
2,400155,398,128,小客车,4.07,41.40,40.68,0.00,146.99,13.01
2,400157,402,131,小客车,4.36,47.10,23.21,3.11,31.54,4.89
2,400162,417,139,小客车,4.39,47.90,41.85,0.40,54.41,4.68
2,400167,420,135,小客车,4.53,50.50,36.92,0.48,22.43,2.19
2,400168,441,158,小客车,4.01,40.20,33.84,0.31,31.32,3.33
2,400172,423,137,小客车,4.63,52.60,40.57,0.10,27.63,2.45
2,400173,443,154,小客车,4.64,52.90,32.34,0.39,16.28,1.81
2,400174,425,135,小客车,4.13,42.60,33.77,0.23,21.87,2.33
2,400176,427,133,小客车,4.50,49.90,32.66,0.18,16.76,1.85
2,400179,432,127,小客车,4.18,43.60,32.05,0.18,18.59,2.09
2,400180,435,130,小客车,4.37,47.40,34.96,0.00,21.26,2.19
2,400184,430,116,小客车,4.29,45.80,35.96,0.07,25.61,2.56
2,400194,485,153,小客车,4.09,41.90,37.06,0.03,36.27,3.52
2,400198,475,141,小客车,4.96,59.20,37.69,0.01,29.64,2.83
2,400203,437,89,小客车,4.49,49.80,34.94,0.00,19.44,2.00
2,400215,451,89,小客车,4.08,41.50,39.13,0.00,71.58,6.58
2,400219,492,124,小客车,4.28,45.60,40.40,0.02,45.73,4.08
2,400223,457,85,小客车,4.06,41.20,38.79,0.00,65.50,6.08
2,400228,481,104,小客车,4.29,45.90,41.68,0.00,58.91,5.09
2,400236,487,96,小客车,4.46,49.30,35.39,0.09,20.08,2.04
2,400237,462,71,小客车,4.56,51.20,44.74,0.00,47.13,3.79
2,400239,495,104,小客车,4.05,41.10,35.72,0.00,34.18,3.44
2,400243,498,101,小客车,4.34,46.90,34.07,0.03,19.72,2.08
2,400244,466,68,小客车,4.50,49.90,41.56,0.00,38.91,3.37
2,400249,504,97,小客车,4.98,59.60,33.29,0.04,15.50,1.68
2,400252,471,57,大客车,12.22,44.80,37.66,0.02,49.86,4.77
2,400259,502,74,小客车,4.75,55.00,33.38,0.03,16.21,1.75
2,400268,500,50,小客车,4.59,51.80,33.41,0.06,16.96,1.83
2,400275,507,53,小客车,4.04,40.90,31.57,0.08,20.09,2.29
2,400276,510,52,小客车,4.88,57.60,29.25,0.66,15.17,1.87
