统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,300001,27,19,小客车,4.54,50.90,12.70,0.00,997.73,3600.00
1,300008,76,25,小客车,4.46,49.30,14.71,2.94,7.94,1.94
1,300013,78,33,小客车,4.12,42.30,21.04,1.64,10.46,1.79
1,300021,94,37,小客车,4.17,43.50,43.50,0.00,997.91,3600.00
1,300028,101,25,小客车,4.96,59.10,58.32,0.12,997.52,3600.00
1,300035,226,53,小客车,4.96,59.20,16.55,2.98,9.57,2.08
1,300044,126,21,小客车,4.53,50.50,13.46,0.00,997.74,3600.00
1,300048,228,42,小客车,4.58,51.70,23.73,1.81,12.18,1.85
1,300054,230,29,小客车,4.92,58.40,27.18,1.24,13.34,1.77
1,300060,232,27,小客车,4.36,47.20,27.21,0.79,13.34,1.76
1,300068,234,26,小客车,4.32,46.40,26.72,0.59,12.85,1.73
1,300074,237,35,小客车,4.21,44.30,26.20,0.47,12.60,1.73
1,300081,239,23,小客车,4.71,54.30,26.53,0.46,12.01,1.63
1,300088,248,21,小客车,4.42,48.50,48.50,0.00,997.79,3600.00
1,300092,265,19,小客车,4.97,59.40,11.63,0.00,997.51,3600.00
2,300100,376,19,小客车,4.99,59.80,17.97,3.05,10.68,2.14
2,300105,378,25,小客车,4.08,41.70,22.96,1.72,11.75,1.84
2,300112,380,24,小客车,4.75,55.10,25.97,1.11,12.56,1.74
2,300119,382,27,小客车,4.04,40.80,25.24,0.66,12.58,1.79
2,300125,385,22,小客车,4.73,54.60,26.09,0.57,11.92,1.65
2,300132,404,20,小客车,4.62,52.30,52.30,0.00,997.69,3600.00
2,300139,424,28,小客车,4.16,43.20,13.44,0.00,997.92,3600.00
