统计时段,起始时间(s),结束时间(s),采集时间(s),排队车数,排队长度(m)
1,1,200,116,3,17.77
1,1,200,117,3,17.77
1,1,200,118,3,17.77
1,1,200,119,3,17.77
1,1,200,120,3,17.77
1,1,200,121,4,24.86
1,1,200,122,4,24.28
1,1,200,123,4,24.18
1,1,200,124,4,24.17
1,1,200,125,4,24.17
1,1,200,126,4,24.17
1,1,200,127,4,24.17
1,1,200,128,4,24.17
1,1,200,129,4,24.17
1,1,200,130,4,24.17
1,1,200,131,4,24.17
1,1,200,132,5,32.06
1,1,200,133,5,30.85
1,1,200,134,5,30.54
1,1,200,135,5,30.45
1,1,200,136,5,30.43
1,1,200,137,5,30.43
1,1,200,138,5,30.43
1,1,200,139,5,30.43
1,1,200,140,5,30.43
1,1,200,141,5,30.43
1,1,200,142,5,30.43
1,1,200,143,5,30.43
1,1,200,144,5,30.43
1,1,200,145,5,30.43
1,1,200,146,5,30.43
1,1,200,147,5,30.43
1,1,200,148,5,30.43
1,1,200,149,5,30.43
1,1,200,150,5,30.43
1,1,200,151,5,30.43
1,1,200,152,6,38.69
1,1,200,153,6,38.22
1,1,200,154,6,38.03
1,1,200,155,6,37.93
1,1,200,156,6,37.93
1,1,200,157,6,37.93
1,1,200,158,6,37.93
1,1,200,159,6,37.93
1,1,200,160,6,37.93
1,1,200,161,6,37.93
1,1,200,162,6,37.93
1,1,200,163,6,37.93
1,1,200,164,6,37.93
1,1,200,165,6,37.93
1,1,200,166,6,37.93
1,1,200,167,6,37.93
1,1,200,168,0,0.00
1,1,200,169,0,0.00
1,1,200,170,0,0.00
1,1,200,171,0,0.00
1,1,200,172,0,0.00
1,1,200,173,0,0.00
1,1,200,174,0,0.00
1,1,200,175,0,0.00
1,1,200,176,0,0.00
1,1,200,177,0,0.00
1,1,200,178,0,0.00
1,1,200,179,0,0.00
1,1,200,180,0,0.00
1,1,200,181,0,0.00
1,1,200,182,0,0.00
1,1,200,183,0,0.00
1,1,200,184,0,0.00
1,1,200,185,0,0.00
1,1,200,186,0,0.00
1,1,200,187,0,0.00
1,1,200,188,0,0.00
1,1,200,189,0,0.00
1,1,200,190,0,0.00
1,1,200,191,0,0.00
1,1,200,192,0,0.00
1,1,200,193,0,0.00
1,1,200,194,0,0.00
1,1,200,195,0,0.00
