统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,200001,289,171,小客车,4.70,53.90,15.83,5.19,997.65,3600.00
1,200024,291,161,小客车,4.11,42.10,24.07,2.81,12.46,1.86
1,200027,294,202,小客车,4.97,59.50,17.55,0.00,9.12,1.87
1,200042,296,175,小客车,4.47,49.40,20.58,0.87,9.74,1.70
2,200056,301,191,小客车,4.04,40.80,27.54,0.50,13.14,1.72
2,200086,313,161,小客车,4.20,44.00,43.98,0.01,997.90,3600.00
2,200090,306,150,小客车,4.72,54.50,32.17,0.00,15.16,1.70
2,200111,304,113,小客车,4.17,43.50,28.98,0.30,13.83,1.72
