统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,200005,243,232,小客车,4.22,44.50,44.32,0.00,152.16,12.36
1,200045,288,204,小客车,4.83,56.50,56.35,0.00,256.85,16.41
1,200047,245,156,小客车,4.75,55.00,43.66,0.03,23.63,1.95
1,300012,197,158,小客车,4.11,42.10,42.10,0.00,997.95,3600.00
1,300017,200,158,小客车,4.42,48.40,44.06,0.00,33.51,2.74
1,300024,203,134,小客车,4.46,49.30,44.09,0.00,30.68,2.50
1,300027,206,133,小客车,4.36,47.10,43.22,0.01,33.04,2.75
1,300033,208,124,小客车,4.67,53.30,43.02,0.01,23.83,1.99
1,300037,211,113,小客车,4.49,49.70,42.57,0.02,26.06,2.20
1,300044,213,108,小客车,4.53,50.50,42.19,0.02,24.59,2.10
1,300047,215,103,小客车,4.93,58.70,42.12,0.02,21.04,1.80
1,300050,218,96,小客车,4.41,48.20,41.95,0.03,26.95,2.31
1,300054,225,85,小客车,4.92,58.40,41.56,0.29,20.70,1.79
1,300056,222,76,小客车,4.29,45.70,44.24,0.00,53.67,4.37
1,300060,228,69,小客车,4.36,47.20,43.13,0.18,35.31,2.95
1,300064,230,54,小客车,4.64,52.80,39.87,0.27,20.24,1.83
2,100009,324,299,小客车,4.62,52.30,52.30,0.00,997.69,3600.00
2,100023,329,242,小客车,4.17,43.50,42.98,0.01,72.20,6.05
2,100029,334,216,小客车,4.36,47.10,42.03,0.02,28.66,2.45
2,100031,332,198,小客车,4.79,55.90,42.87,0.01,22.46,1.89
2,100056,336,109,小客车,4.92,58.40,41.98,0.02,20.98,1.80
2,300067,345,156,小客车,4.27,45.40,44.94,0.00,99.14,7.94
2,300076,348,143,小客车,4.37,47.40,43.96,0.00,35.68,2.92
2,300077,351,145,小客车,4.33,46.50,42.82,0.01,33.30,2.80
2,300082,353,137,小客车,4.73,54.60,42.68,0.01,22.77,1.92
2,300097,356,96,小客车,4.51,50.20,42.35,0.01,25.14,2.14
2,300098,360,91,小客车,4.06,41.20,39.67,0.01,42.44,3.85
