统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,100011,297,261,小客车,4.58,51.70,50.34,0.00,76.04,5.44
1,300004,93,78,小客车,4.05,41.10,41.10,0.00,997.97,3600.00
1,300015,103,63,小客车,4.55,51.10,49.61,0.00,61.41,4.46
1,300026,231,161,小客车,4.04,40.90,40.90,0.00,997.98,3600.00
1,300042,280,178,小客车,4.07,41.30,38.45,0.01,31.56,2.95
1,300043,240,139,小客车,4.82,56.40,55.20,0.00,96.54,6.30
1,300055,251,109,小客车,4.42,48.40,47.21,0.01,60.37,4.60
1,300065,271,90,小客车,4.12,42.40,40.35,0.01,38.87,3.47
1,300071,282,89,小客车,4.54,50.70,38.38,0.01,19.85,1.86
1,300084,292,72,小客车,4.55,51.00,45.73,0.96,55.92,4.40
1,400001,99,94,小客车,4.73,54.60,51.89,0.00,57.26,3.97
1,400009,108,94,小客车,4.49,49.70,48.44,0.00,63.97,4.75
1,400015,121,97,小客车,4.48,49.60,49.40,0.00,172.07,12.54
1,400016,136,110,小客车,4.04,40.70,40.64,0.00,199.98,17.71
1,400017,111,85,小客车,4.98,59.60,50.09,0.00,30.15,2.17
1,400022,143,110,小客车,4.11,42.10,41.50,0.00,75.42,6.54
1,400032,244,191,小客车,4.70,53.90,52.13,0.01,59.56,4.11
1,400036,145,89,小客车,4.49,49.70,41.86,0.00,24.95,2.15
1,400044,254,184,小客车,4.60,52.00,46.54,0.01,32.14,2.49
1,400046,247,175,小客车,4.83,56.50,51.41,0.01,37.89,2.65
1,400047,259,184,小客车,4.58,51.70,45.67,0.02,30.23,2.38
1,400055,256,165,小客车,4.88,57.50,46.33,0.02,25.63,1.99
1,400059,261,165,小客车,4.84,56.90,46.99,0.00,27.29,2.09
1,400062,268,170,小客车,4.12,42.30,41.86,0.00,81.36,7.00
1,400067,274,168,小客车,4.58,51.60,40.26,0.01,21.43,1.92
1,400084,276,143,小客车,4.20,44.00,39.62,0.01,27.95,2.54
1,400105,286,117,小客车,4.22,44.50,38.49,0.00,24.19,2.26
1,400108,284,106,小客车,4.96,59.10,38.38,0.01,18.41,1.73
1,400109,290,110,小客车,4.17,43.50,40.22,0.00,32.90,2.94
2,100015,307,254,小客车,4.12,42.30,42.15,0.00,135.27,11.55
2,100028,317,208,小客车,4.04,40.90,40.56,0.00,92.97,8.25
2,100035,309,150,小客车,4.67,53.30,42.55,0.00,23.36,1.98
2,100036,320,158,小客车,4.63,52.60,40.56,0.00,21.37,1.90
2,100040,327,149,小客车,4.05,41.00,40.53,0.00,80.86,7.18
2,100048,330,123,小客车,4.20,43.90,39.91,0.01,29.27,2.64
