统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,25.9550,0.5815,3
2,301,600,25.4956,2.0279,8
3,601,900,25.1478,3.2393,11
4,901,1200,24.2746,3.5322,12
5,1201,1500,25.0103,3.4980,14
6,1501,1800,25.3688,3.3667,14
7,1801,2100,25.5714,3.8489,14
8,2101,2400,24.6814,3.5749,15
