统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,23.2592,17.8280,52
2,301,600,23.4778,15.4896,54
3,601,900,23.3311,18.8682,51
4,901,1200,24.3639,13.6576,50
5,1201,1500,23.0981,15.6868,51
6,1501,1800,23.3743,13.4397,48
7,1801,2100,23.5753,12.2647,41
8,2101,2400,23.7640,13.3180,44
