统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,26.7667,0.5632,3
2,301,600,27.4712,1.8890,8
3,601,900,27.1365,1.3195,5
4,901,1200,29.3211,1.4523,6
5,1201,1500,29.0390,1.4679,8
6,1501,1800,27.6346,2.4839,9
7,1801,2100,28.2526,1.9474,8
8,2101,2400,28.4961,1.6969,7
