统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,20.6464,44.4965,13
2,301,600,20.0127,12.6233,16
3,601,900,20.2375,11.6793,20
4,901,1200,20.0166,8.3278,20
5,1201,1500,20.7546,7.6053,20
6,1501,1800,20.3378,7.5698,18
7,1801,2100,19.8596,1.7668,17
8,2101,2400,20.0963,6.3308,16
