统计时段,起始时间(s),结束时间(s),平均车速(km/h),占有率(%),车辆数
1,1,300,31.8000,0.3534,2
2,301,600,28.6375,0.7321,4
3,601,900,29.9594,1.8627,8
4,901,1200,27.9340,2.6947,10
5,1201,1500,29.8642,1.6306,7
6,1501,1800,28.3749,1.7048,9
7,1801,2100,27.3678,2.7341,8
8,2101,2400,26.2567,0.9713,5
